transaction_reference,authorization_number,primary_account_number,card_bin_number,card_suffix,card_expiry_date,card_product_type,account_type,transaction_date,transaction_time,local_date,local_time,transaction_amount_inr,transaction_currency_code,settlement_amount,settlement_currency,transaction_code,transaction_description,merchant_identifier,merchant_business_name,mcc_code,merchant_location_city,merchant_location_state,merchant_country_code,merchant_postal_code,merchant_phone,terminal_identifier,pos_entry_capability,pos_cardholder_presence,card_present_indicator,authorization_response_code,response_code,response_description,approval_date,address_verification_result,cvv_verification_result,cvv_presence_indicator,acquiring_institution_id,acquiring_bin,issuing_bin,visa_network_reference,interchange_reimbursement_fee,service_charge,network_processing_fee,gst_amount,retrieval_reference_number,system_trace_audit_number,batch_identifier,settlement_date,fraud_detection_score,risk_assessment,secure_3d_auth_status,secure_3d_eci,bank_name,data_source,record_created_timestamp
SBI000000004311,AUTH0004311,453233******0798,453233,0798,2603,VISA,SAVINGS,20251208,231057,20251208,231057,286.38,356,,,200000,ATM WITHDRAWAL,SBI103346,Dutta Inc,5411,Jaipur,Tripura,IND,938378,07608960106,TERM259791,02,0,1,A65897,91,Insufficient funds,20251208,P,P,0,SBI00001,453233,453233,VISA6980811308,15.06,6.12,18.49,,RRN0000004311,004311,BATCH63237,20251210,,LOW,U,,SBI,SBI_BANK,2026-01-04T23:10:57.507744
SBI000000006700,AUTH0006700,453234******2833,453234,2833,2904,VISA,CURRENT,19-12-2025,231057,20251219,231057,3647.36,356,,,000000,ATM WITHDRAWAL,SBI451094,Kibe Inc,5912,Hyderabad,Odisha,IND,400429,,TERM552373,90,0,1,A99629,91,Insufficient funds,20251219,A,M,0,SBI00001,453232,453234,VISA4051295148,37.89,30.52,4.01,26.76,RRN0000006700,006700,BATCH81386,20251220,,HIGH,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.781005
SBI000000007154,AUTH0007154,453233******4547,453233,4547,2807,VISA,CREDIT,2025-12-06,231057,20251206,231057,1211.66,356,,,200000,POS PURCHASE,SBI937096,"Gola, Din and Ravi",4121,Ahmedabad,Punjab,IND,698118,5190629442,TERM405843,05,1,0,A05203,51,Insufficient funds,20251206,U,S,1,SBI00001,453232,453233,VISA9182568740,,,15.78,12.04,RRN0000007154,007154,BATCH47704,20251207,,HIGH,A,06,SBI,SBI_BANK,2026-01-04T23:10:57.830769
SBI000000005382,AUTH0005382,453232******2350,453232,2350,2807,VISA,CREDIT,20251207,231057,20251207,231057,4565.51,356,,,200000,POS PURCHASE,SBI957960,Babu-Kalla,5732,Ahmedabad,Arunachal Pradesh,IND,737980,5818158535,TERM249656,02,2,0,A06292,51,Approved,20251207,P,S,0,SBI00001,453232,453232,VISA5180581996,76.79,46.12,17.91,,RRN0000005382,005382,BATCH66987,20251209,,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.633188
SBI000000005969,AUTH0005969,453232******6409,453232,6409,2610,VISA,CURRENT,20251229,231057,20251229,231057,8715.97,356,,,000000,ATM WITHDRAWAL,SBI760909,Sood-Brar,5942,Kolkata,Kerala,IND,,02100047194,TERM893552,81,2,1,A06568,61,Insufficient funds,20251229,Y,S,1,SBI00001,453231,453232,VISA3268606740,55.68,32.99,6.31,24.05,RRN0000005969,005969,BATCH56425,20251230,750.0,LOW,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.699870
SBI000000006362,AUTH0006362,453234******0388,453234,0388,2604,VISA,SAVINGS,20260103,231057,20260103,231057,6891.28,356,,,010000,ATM WITHDRAWAL,SBI320308,"Shanker, Dugar and Sengupta",,Hyderabad,West Bengal,IND,133962,+917593359242,TERM887731,02,0,1,A38448,00,Approved,20260103,Y,S,0,SBI00001,453231,453234,VISA2072265533,,,6.61,7.41,RRN0000006362,006362,BATCH20929,20260104,505.0,LOW,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.742265
SBI000000004037,AUTH0004037,453234******2160,453234,2160,2609,VISA,CREDIT,20251209,231057,20251209,231057,9815.45,356,,,200000,ONLINE PAYMENT,SBI433389,Dada Ltd,5541,Chennai,Rajasthan,IND,728095,05676959792,TERM292823,90,1,1,A96263,61,Approved,20251209,P,N,0,SBI00001,453231,453234,VISA3771187921,68.36,,7.38,12.01,RRN0000004037,004037,BATCH12401,20251211,,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.474304
SBI000000005386,AUTH0005386,453234******5184,453234,5184,2804,VISA,CREDIT,20251227,231057,20251227,231057,-9675.42,356,,,200000,ATM WITHDRAWAL,SBI818381,"Bhargava, Dugar and Devan",5921,Chennai,Andhra Pradesh,IND,801090,8053847927,TERM745969,81,0,1,A95132,61,Insufficient funds,20251227,P,P,0,SBI00001,453232,453234,VISA5572295301,16.1,47.39,16.34,9.91,RRN0000005386,005386,BATCH23309,20251228,183.0,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.633188
SBI000000005857,AUTH0005857,453232******9444,453232,9444,3007,VISA,CURRENT,20251220,231057,20251220,231057,1928.58,356,,,000000,ATM WITHDRAWAL,SBI560633,Upadhyay and Sons,5812,Jaipur,Goa,IND,308431,,TERM898127,90,1,1,A24132,05,Do not honor,20251220,N,S,0,SBI00001,453232,453232,VISA2359530527,22.67,40.96,19.91,,RRN0000005857,005857,BATCH48873,20251221,,MEDIUM,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.686591
SBI000000005621,AUTH0005621,453233******6570,453233,6570,2912,VISA,CREDIT,20251215,231057,20251215,231057,3021.68,356,,,000000,ONLINE PAYMENT,SBI990961,Prakash Ltd,4121,Lucknow,Karnataka,IND,155784,,TERM621946,81,0,1,A77390,61,Insufficient funds,20251215,N,M,0,SBI00001,453233,453233,VISA2871799151,34.07,15.94,2.69,,RRN0000005621,005621,BATCH91403,20251216,626.0,MEDIUM,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.660112
SBI000000004792,AUTH0004792,453234******7889,453234,7889,2709,VISA,CURRENT,2025-12-25,231057,20251225,231057,2505.35,356,,,000000,ONLINE PAYMENT,SBI176181,Ghose-Sangha,,Chennai,Arunachal Pradesh,IND,,,TERM492457,02,2,1,,14,Do not honor,20251225,A,P,0,SBI00001,453232,453234,VISA9384640858,,,,11.54,RRN0000004792,004792,BATCH71251,20251227,,,U,,SBI,SBI_BANK,2026-01-04T23:10:57.565463
SBI000000007347,AUTH0007347,453233******2570,453233,2570,2705,VISA,CURRENT,20251223,231057,20251223,231057,6592.62,356,,,200000,ONLINE PAYMENT,SBI667532,Patil PLC,5311,Jaipur,Madhya Pradesh,IND,934263,,TERM402443,90,2,0,A95549,05,Insufficient funds,20251223,P,P,1,SBI00001,453232,453233,VISA9152879803,,17.61,12.75,,RRN0000007347,007347,BATCH95029,20251225,,MEDIUM,A,,SBI,SBI_BANK,2026-01-04T23:10:57.851236
SBI000000004884,AUTH0004884,453233******9498,453233,9498,2805,VISA,CURRENT,20251229,231057,20251229,231057,640.37,356,,,200000,REFUND,SBI836515,"Kara, Koshy and Malhotra",,Delhi,Kerala,IND,678641,+910419511303,TERM844671,90,0,1,A07661,61,Approved,20251229,A,P,0,SBI00001,453233,453233,VISA3829463147,26.34,,8.5,,RRN0000004884,004884,BATCH67248,20251230,499.0,,A,,SBI,SBI_BANK,2026-01-04T23:10:57.574164
SBI000000004878,AUTH0004878,453232******6774,453232,6774,2901,VISA,SAVINGS,20251208,231057,20251208,231057,3895.67,356,,,000000,POS PURCHASE,SBI936645,"Gaba, Uppal and Aurora",7011,Lucknow,Bihar,IND,299032,00812356316,TERM300632,90,1,1,A76602,00,Approved,20251208,U,M,0,SBI00001,453231,453232,VISA1040902133,78.08,40.09,13.53,11.41,RRN0000004878,004878,BATCH22421,20251210,,LOW,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.574164
SBI000000004533,AUTH0004533,453234******0507,453234,0507,3004,VISA,SAVINGS,20260102,231057,20260102,231057,-7681.7,356,,,000000,POS PURCHASE,SBI199179,Kapoor-Karan,5691,Mumbai,Karnataka,IND,621571,,TERM681218,81,1,1,A84999,91,Do not honor,20260102,N,U,0,SBI00001,453232,453234,VISA9412998191,58.49,26.09,,,RRN0000004533,004533,BATCH83036,20260103,,LOW,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.534191
SBI000000007156,AUTH0007156,453234******4312,453234,4312,2803,VISA,SAVINGS,20251206,231057,20251206,231057,-7878.47,356,,,000000,ONLINE PAYMENT,SBI758595,Johal-Kamdar,5942,Bangalore,Sikkim,IND,456672,08080136049,TERM771647,81,2,1,A47421,14,Do not honor,20251206,N,P,0,SBI00001,453232,453234,VISA2713784213,88.04,36.24,8.67,21.73,RRN0000007156,007156,BATCH90551,20251207,454.0,MEDIUM,N,,SBI,SBI_BANK,2026-01-04T23:10:57.830769
SBI000000006315,AUTH0006315,453234******9148,453234,9148,3008,VISA,SAVINGS,2025-12-28,231057,20251228,231057,5895.04,356,,,200000,ATM WITHDRAWAL,SBI559114,Hegde Ltd,5411,Chennai,West Bengal,IND,,,TERM180145,02,1,0,A92858,61,Approved,20251228,U,S,1,SBI00001,453234,453234,VISA8912254043,85.57,19.98,,17.18,RRN0000006315,006315,BATCH30893,20251230,,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.738094
SBI000000004523,AUTH0004523,453231******3362,453231,3362,2708,VISA,SAVINGS,2025-12-27,231057,20251227,231057,9178.18,356,,,010000,ATM WITHDRAWAL,SBI753659,"Pandya, Sangha and Muni",,Lucknow,Meghalaya,IND,,,TERM921234,05,0,1,A66955,61,Approved,20251227,P,P,1,SBI00001,453231,453231,VISA1105343130,60.71,,8.0,12.8,RRN0000004523,004523,BATCH71291,20251229,,LOW,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.532159
SBI000000004687,AUTH0004687,453231******9412,453231,9412,3009,VISA,CREDIT,20251227,231057,20251227,231057,7849.34,356,,,200000,POS PURCHASE,SBI563078,"Mandal, Prakash and Soni",5541,Hyderabad,Maharashtra,IND,637697,,TERM622787,90,0,1,A03961,61,Do not honor,20251227,P,S,0,SBI00001,453232,453231,VISA2540668377,94.47,15.48,14.0,19.94,RRN0000004687,004687,BATCH41792,20251229,,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.552304
SBI000000006887,AUTH0006887,453234******7127,453234,7127,2602,VISA,CURRENT,20251224,231057,20251224,231057,9347.27,356,,,000000,REFUND,SBI390313,Oak LLC,4121,Pune,Tamil Nadu,IND,123304,,TERM860207,81,1,1,A03750,00,Insufficient funds,20251224,S,U,0,SBI00001,453232,453234,VISA1686424687,69.3,47.79,7.85,,RRN0000006887,006887,BATCH28860,20251225,120.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.801774
SBI000000006870,AUTH0006870,453234******6278,453234,6278,2712,VISA,SAVINGS,20251209,231057,20251209,231057,2316.29,356,,,200000,POS PURCHASE,SBI258654,Keer-Sidhu,5541,Ahmedabad,Manipur,IND,317691,03359409533,TERM546426,90,2,1,A24335,14,Do not honor,20251209,N,S,0,SBI00001,453234,453234,VISA5581708641,13.51,48.38,,25.41,RRN0000006870,006870,BATCH14206,20251211,672.0,,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.799767
SBI000000005603,AUTH0005603,453231******6138,453231,6138,2902,VISA,SAVINGS,20251209,231057,20251209,231057,6205.64,356,,,200000,REFUND,SBI991786,Dua Ltd,,Chennai,Nagaland,IND,198060,4766009749,TERM136971,05,1,1,A09126,00,Insufficient funds,20251209,S,S,1,SBI00001,453232,453231,VISA6601813054,10.57,20.58,17.63,22.12,RRN0000005603,005603,BATCH33040,20251211,,LOW,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.658195
SBI000000006572,AUTH0006572,453231******4335,453231,4335,2711,VISA,SAVINGS,20251223,231057,20251223,231057,7354.97,356,,,000000,ATM WITHDRAWAL,SBI935474,"Chahal, Dora and Kapadia",5311,Pune,Maharashtra,IND,,+912280297980,TERM961876,81,0,0,,51,Approved,20251223,P,U,0,SBI00001,453231,453231,VISA4828761270,55.23,25.79,18.41,27.81,RRN0000006572,006572,BATCH54734,20251225,,MEDIUM,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.767559
SBI000000005888,AUTH0005888,453233******4973,453233,4973,2803,VISA,CREDIT,20251215,231057,20251215,231057,2616.0,356,,,000000,POS PURCHASE,SBI894715,"Roy, Kanda and Aggarwal",,Chennai,West Bengal,IND,946593,,TERM699650,05,2,0,A49550,51,Insufficient funds,20251215,P,P,1,SBI00001,453233,453233,VISA9626767145,65.55,24.22,11.48,13.18,RRN0000005888,005888,BATCH93570,20251216,563.0,LOW,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.691451
SBI000000004751,AUTH0004751,453232******8723,453232,8723,2605,VISA,CREDIT,20251217,231057,20251217,231057,3259.92,356,,,010000,POS PURCHASE,SBI189052,Kant LLC,5732,Delhi,Arunachal Pradesh,IND,215595,06566050590,TERM489120,02,1,0,A85576,00,Approved,20251217,Y,N,1,SBI00001,453232,453232,VISA4208223732,35.1,24.96,12.11,16.88,RRN0000004751,004751,BATCH58966,20251219,,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.559910
SBI000000006178,AUTH0006178,453231******4071,453231,4071,2807,VISA,CURRENT,20251224,231057,20251224,231057,8021.34,356,,,010000,ATM WITHDRAWAL,SBI179338,"Lata, Sachar and Sidhu",7011,Kolkata,Madhya Pradesh,IND,849993,1661185700,TERM273226,05,2,1,A10920,51,Do not honor,20251224,P,U,1,SBI00001,453231,453231,VISA8387162642,,44.77,,12.97,RRN0000006178,006178,BATCH47685,20251226,487.0,MEDIUM,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.723870
SBI000000004740,AUTH0004740,453233******0365,453233,0365,2705,VISA,CURRENT,20251214,231057,20251214,231057,6771.89,356,,,010000,POS PURCHASE,SBI258148,Majumdar LLC,5732,Ahmedabad,Chhattisgarh,IND,528156,,TERM939616,81,2,0,A87899,51,Insufficient funds,20251214,U,P,0,SBI00001,453232,453233,VISA3563373473,74.11,20.59,,18.88,RRN0000004740,004740,BATCH85886,20251215,574.0,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.559910
SBI000000007458,AUTH0007458,453233******3455,453233,3455,2608,VISA,CREDIT,20251227,231057,20251227,231057,5755.19,356,,,010000,REFUND,SBI841969,Sule Group,,Ahmedabad,Punjab,IND,700717,09120032586,TERM394304,02,2,1,A63702,00,Do not honor,20251227,N,P,1,SBI00001,453233,453233,VISA5135372988,88.74,43.48,17.1,15.55,RRN0000007458,007458,BATCH41762,20251228,679.0,MEDIUM,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.860247
SBI000000005962,AUTH0005962,453232******2987,453232,2987,2909,VISA,SAVINGS,20251205,231057,20251205,231057,8684.8,356,,,000000,ONLINE PAYMENT,SBI392909,Buch-Ganesh,5411,Pune,Andhra Pradesh,IND,237385,,TERM547875,05,2,0,A52870,14,Approved,20251205,A,S,1,SBI00001,453233,453232,VISA3190125328,83.17,17.39,13.04,18.47,RRN0000005962,005962,BATCH65282,20251207,,LOW,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.698831
SBI000000004112,AUTH0004112,453232******0545,453232,0545,2806,VISA,CURRENT,20260104,231057,20260104,231057,7650.13,356,,,010000,POS PURCHASE,SBI880424,"Gole, Reddy and Pillay",,Lucknow,Uttarakhand,IND,487900,,TERM967893,05,2,0,A23465,51,Insufficient funds,20260104,N,S,0,SBI00001,453233,453232,VISA4380736447,46.45,,,15.12,RRN0000004112,004112,BATCH78717,20260105,,,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.482061
SBI000000007492,AUTH0007492,453233******8547,453233,8547,2701,VISA,CREDIT,20251208,231057,20251208,231057,4302.86,356,,,200000,ONLINE PAYMENT,SBI491860,"Vyas, Raju and Sethi",,Kolkata,Gujarat,IND,456084,,TERM936213,05,0,1,,05,Do not honor,20251208,P,N,1,SBI00001,453231,453233,VISA2663855466,70.65,21.11,5.76,8.45,RRN0000007492,007492,BATCH52792,20251210,,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.867484
SBI000000006757,AUTH0006757,453233******7099,453233,7099,2912,VISA,CREDIT,20251225,231057,20251225,231057,9875.07,356,,,000000,ATM WITHDRAWAL,SBI567991,Bobal-Ramaswamy,4121,Bangalore,Telangana,IND,,,TERM445828,90,0,0,,05,Do not honor,20251225,Y,M,1,SBI00001,453231,453233,VISA2551632330,,12.82,14.12,25.67,RRN0000006757,006757,BATCH75104,20251227,657.0,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.786900
SBI000000005215,AUTH0005215,453232******9633,453232,9633,2904,VISA,CREDIT,20251226,231057,20251226,231057,9771.59,356,,,000000,REFUND,SBI564067,"Chaudhary, Ganesh and Pant",5921,Ahmedabad,Tamil Nadu,IND,,,TERM461869,02,0,0,A20043,91,Do not honor,20251226,Y,S,0,SBI00001,453232,453232,VISA3382017386,28.16,39.67,3.85,11.47,RRN0000005215,005215,BATCH48803,20251228,,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.611877
SBI000000004598,AUTH0004598,453232******7587,453232,7587,3002,VISA,CREDIT,20260101,231057,20260101,231057,6973.53,356,,,200000,ONLINE PAYMENT,SBI957161,Keer-Prabhakar,5812,Mumbai,Goa,IND,852432,+911542401504,TERM103596,90,1,0,A37908,51,Do not honor,20260101,S,U,1,SBI00001,453234,453232,VISA1145450420,,,,19.14,RRN0000004598,004598,BATCH90349,20260103,584.0,HIGH,Y,06,SBI,SBI_BANK,2026-01-04T23:10:57.542239
SBI000000005165,AUTH0005165,453232******0888,453232,0888,2809,VISA,CURRENT,20251226,231057,20251226,231057,8550.44,356,,,200000,REFUND,SBI403925,Parsa-Batra,5651,Ahmedabad,Nagaland,IND,531045,,TERM136182,02,1,0,A29038,05,Insufficient funds,20251226,N,P,0,SBI00001,453232,453232,VISA3742609564,,,9.52,16.61,RRN0000005165,005165,BATCH65129,20251228,461.0,MEDIUM,Y,05,SBI,SBI_BANK,2026-01-04T23:10:57.606600
SBI000000005659,AUTH0005659,453232******7995,453232,7995,2909,VISA,CREDIT,20251216,231057,20251216,231057,4533.48,356,,,010000,POS PURCHASE,SBI916153,Sodhi-Bawa,,Chennai,Sikkim,IND,872232,8667885168,TERM685032,81,0,1,A20385,05,Insufficient funds,20251216,N,S,1,SBI00001,453233,453232,VISA5711951460,,19.7,,7.39,RRN0000005659,005659,BATCH87430,20251218,409.0,MEDIUM,A,06,SBI,SBI_BANK,2026-01-04T23:10:57.663844
SBI000000006949,AUTH0006949,453233******4404,453233,4404,3003,VISA,CURRENT,20251224,231057,20251224,231057,9426.41,356,,,200000,ATM WITHDRAWAL,SBI884940,Sarna-Shukla,5651,Mumbai,Manipur,IND,844195,,TERM849153,90,1,0,A64237,00,Insufficient funds,20251224,P,M,0,SBI00001,453234,453233,VISA7011799615,20.13,38.05,,26.85,RRN0000006949,006949,BATCH62359,20251225,672.0,HIGH,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.807839
SBI000000006878,AUTH0006878,555804******1328,555804,1328,3004,VISA,CURRENT,20251231,231057,20251231,231057,6322.64,356,,,200000,ONLINE PAYMENT,SBI150576,Parikh-Tara,5912,Delhi,Chhattisgarh,IND,795758,,TERM321046,02,2,1,A20501,61,Do not honor,20251231,A,M,0,SBI00001,453234,555804,VISA6435633771,,47.17,10.32,9.91,RRN0000006878,006878,BATCH60453,20260101,617.0,,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.800815
SBI000000006166,AUTH0006166,453234******0019,453234,0019,2712,VISA,SAVINGS,2025-12-30,231057,20251230,231057,8579.3,356,,,000000,REFUND,SBI936583,"Walla, Uppal and Kari",,Kolkata,Assam,IND,108426,,TERM667521,02,1,1,A20605,14,Do not honor,20251230,U,S,0,SBI00001,453231,453234,VISA4610180886,38.58,11.92,,22.06,RRN0000006166,006166,BATCH38671,20260101,,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.722307
SBI000000005119,AUTH0005119,453233******4758,453233,4758,3004,VISA,CURRENT,28-12-2025,231057,20251228,231057,6630.55,356,,,200000,REFUND,SBI520078,Keer-Bora,,Ahmedabad,Goa,IND,204816,4534749116,TERM313668,02,0,1,,61,Do not honor,20251228,P,M,0,SBI00001,453232,453233,VISA8480449451,32.04,28.49,12.15,20.61,RRN0000005119,005119,BATCH89812,20251229,,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.602438
SBI000000006345,AUTH0006345,453231******3184,453231,3184,2610,VISA,CREDIT,20251223,231057,20251223,231057,5215.11,356,,,000000,ATM WITHDRAWAL,SBI674988,Sarin and Sons,5311,Jaipur,Telangana,IND,304889,,TERM766163,05,2,1,A93483,91,Approved,20251223,U,U,1,SBI00001,453231,453231,VISA7801418420,64.49,26.82,4.09,28.04,RRN0000006345,006345,BATCH90157,20251224,,LOW,A,,SBI,SBI_BANK,2026-01-04T23:10:57.742265
SBI000000007120,AUTH0007120,453233******8601,453233,8601,3009,VISA,CREDIT,20251212,231057,20251212,231057,-3594.64,356,,,200000,REFUND,SBI357459,Contractor-Issac,5732,Mumbai,,IND,837110,02434191739,TERM679158,90,0,1,A59329,61,Insufficient funds,20251212,Y,S,1,SBI00001,453234,453233,VISA3141172517,23.4,29.84,12.45,20.82,RRN0000007120,007120,BATCH75381,20251214,,,A,06,SBI,SBI_BANK,2026-01-04T23:10:57.827218
SBI000000005914,AUTH0005914,453232******4107,453232,4107,2805,VISA,SAVINGS,20251230,231057,20251230,231057,8947.61,356,,,000000,ATM WITHDRAWAL,SBI361931,"Karpe, Nigam and Manda",5651,Hyderabad,Tripura,IND,502445,04589057301,TERM120850,02,0,0,,00,Insufficient funds,20251230,P,S,1,SBI00001,453231,453232,VISA6734547002,80.15,8.26,4.29,19.55,RRN0000005914,005914,BATCH71662,20260101,325.0,HIGH,A,,SBI,SBI_BANK,2026-01-04T23:10:57.693415
SBI000000005226,AUTH0005226,453232******6041,453232,6041,2606,VISA,CURRENT,20251205,231057,20251205,231057,8556.34,356,,,010000,REFUND,SBI510967,Nayar PLC,5921,Kolkata,Haryana,IND,364909,,TERM322869,90,2,1,A12272,61,Insufficient funds,20251205,N,P,0,SBI00001,453233,453232,VISA7018702175,,23.91,,20.52,RRN0000005226,005226,BATCH56919,20251207,838.0,LOW,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.613270
SBI000000004910,AUTH0004910,453232******6545,453232,6545,2703,VISA,CREDIT,2025-12-18,231057,20251218,231057,5273.33,356,,,000000,REFUND,SBI934746,"Borde, Mukhopadhyay and Badal",5661,Lucknow,Jharkhand,IND,,,TERM464867,05,2,1,A62478,51,Approved,20251218,A,N,1,SBI00001,453232,453232,VISA3737352915,12.12,15.58,,12.16,RRN0000004910,004910,BATCH69436,20251220,,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.574164
SBI000000006975,AUTH0006975,453234******1758,453234,1758,2703,VISA,CREDIT,20251224,231057,20251224,231057,6068.96,356,,,200000,REFUND,SBI864860,Sridhar-Saraf,5311,Ahmedabad,Mizoram,IND,,+919967282419,TERM198885,05,1,1,A78680,00,Insufficient funds,20251224,U,P,1,SBI00001,453234,453234,VISA4411697998,92.23,38.98,10.97,12.84,RRN0000006975,006975,BATCH42185,20251226,152.0,LOW,U,,SBI,SBI_BANK,2026-01-04T23:10:57.811332
SBI000000006156,AUTH0006156,453231******9311,453231,9311,2702,VISA,SAVINGS,20251215,231057,20251215,231057,8122.22,356,,,010000,ATM WITHDRAWAL,SBI824155,"Rout, Balakrishnan and Butala",5814,Jaipur,Madhya Pradesh,IND,717995,,TERM975767,05,0,1,A56124,05,Approved,20251215,U,U,0,SBI00001,453234,453231,VISA1253549178,64.09,22.84,16.68,27.4,RRN0000006156,006156,BATCH50953,20251216,793.0,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.721258
SBI000000004633,AUTH0004633,453233******4528,453233,4528,2705,VISA,SAVINGS,20251214,231057,20251214,231057,9555.48,356,,,000000,ATM WITHDRAWAL,SBI821620,"Borah, Chowdhury and Parmar",5411,Pune,Nagaland,IND,767491,,TERM906452,02,1,0,A76509,05,Do not honor,20251214,A,U,0,SBI00001,453234,453233,VISA2468242187,55.92,24.64,,26.86,RRN0000004633,004633,BATCH42891,20251216,,HIGH,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.545290
SBI000000006325,AUTH0006325,453234******3192,453234,3192,2901,VISA,CURRENT,2025-12-30,231057,20251230,231057,238.03,356,,,200000,ONLINE PAYMENT,SBI922361,"Kumar, Dani and Parmar",5541,Jaipur,Assam,IND,,,TERM506657,81,2,1,A30745,00,Do not honor,20251230,Y,M,0,SBI00001,453232,453234,VISA9341500231,39.4,,17.08,13.85,RRN0000006325,006325,BATCH63644,20260101,,HIGH,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.739927
SBI000000007147,AUTH0007147,453231******1911,453231,1911,2707,VISA,CREDIT,20251215,231057,20251215,231057,7255.28,356,,,010000,ONLINE PAYMENT,SBI787321,Morar and Sons,5732,Kolkata,,IND,,02051395414,TERM607205,02,2,0,,51,Do not honor,20251215,N,U,0,SBI00001,453234,453231,VISA8049398857,37.41,,15.54,,RRN0000007147,007147,BATCH65098,20251217,,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.830219
SBI000000005078,AUTH0005078,453232******1149,453232,1149,2810,VISA,CREDIT,20251220,231057,20251220,231057,7717.99,356,,,000000,REFUND,SBI649210,Mani-Badal,5814,Kolkata,Tripura,IND,144608,3075059990,TERM576396,90,1,0,A64081,00,Do not honor,20251220,S,P,0,SBI00001,453232,453232,VISA9608053452,44.54,,7.86,,RRN0000005078,005078,BATCH78376,20251222,679.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.597474
SBI000000005042,AUTH0005042,136662******9460,136662,9460,2810,VISA,CURRENT,08-12-2025,231057,20251208,231057,162.28,356,,,200000,ONLINE PAYMENT,SBI112448,Mangal-Raju,5921,Jaipur,Nagaland,IND,464797,+911636297038,TERM512011,90,2,1,A64732,14,Approved,20251208,S,M,1,SBI00001,453232,136662,VISA7150829887,25.46,,,24.18,RRN0000005042,005042,BATCH55472,20251210,291.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.594356
SBI000000005190,AUTH0005190,453234******2074,453234,2074,2908,VISA,CREDIT,20251231,231057,20251231,231057,4949.26,356,,,000000,POS PURCHASE,SBI260062,Nagarajan Ltd,5691,Bangalore,Karnataka,IND,869835,0393038035,TERM841217,02,1,0,A43137,91,Do not honor,20251231,U,P,1,SBI00001,453233,453234,VISA4761732646,71.93,,17.25,,RRN0000005190,005190,BATCH16668,20260101,,,U,,SBI,SBI_BANK,2026-01-04T23:10:57.609873
SBI000000005744,AUTH0005744,453234******4850,453234,4850,3006,VISA,CREDIT,20251230,231057,20251230,231057,9947.2,356,,,000000,ATM WITHDRAWAL,SBI386003,Balakrishnan-Sangha,5814,Delhi,,IND,691750,3230017195,TERM140211,02,1,0,A57632,51,Insufficient funds,20251230,P,M,0,SBI00001,453233,453234,VISA9370871580,65.76,,,29.37,RRN0000005744,005744,BATCH39597,20260101,727.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.674191
SBI000000004011,AUTH0004011,453234******0237,453234,0237,2901,VISA,CREDIT,20251206,231057,20251206,231057,7017.15,356,,,000000,ATM WITHDRAWAL,SBI161791,Bail and Sons,5942,Pune,Gujarat,IND,836777,,TERM837073,81,0,1,A20165,14,Do not honor,20251206,U,N,1,SBI00001,453233,453234,VISA2277120528,52.48,31.91,,23.21,RRN0000004011,004011,BATCH15915,20251208,,HIGH,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.470039
